906	899	883	953	976	992	977	1039	1055	992	1039	1094	1070	992
1125	1156	1078	1118	1164	1242	1125	1312	1352	1227	1281	1195	1156	1235
688	687	711	735	757	782	789	781	766	765	766	758	742	726
789	805	805	898	828	868	835	813	828	805	812	828	829	789
907	1117	922	1125	1054	1047	1086	953	1125	1039	1032	1070	953	1078
695	672	649	656	664	680	671	657	648	649	656	664	672	664
742	742	750	719	718	711	719	703	711	687	672	688	703	703
867	875	875	782	828	898	836	875	961	984	961	961	961	1000
609	594	609	586	610	633	625	601	578	571	617	664	640	625
993	1015	1071	1140	1117	1125	1250	1188	1281	1391	1234	1266	1281	1164
805	804	773	750	750	758	774	757	743	734	727	710	719	696
758	735	828	820	774	804	922	922	836	805	882	907	836	843
617	617	602	601	586	586	602	1186	586	586	602	617	641	625
531	523	532	531	547	554	571	609	656	688	711	742	703	719
890	875	930	867	782	921	1024	859	985	937	742	774	1078	1023
672	672	679	711	696	671	680	672	687	688	695	727	711	703
929	954	953	929	946	953	937	922	914	914	891	914	914	899
625	617	617	617	625	633	633	617	633	633	625	625	617	656
930	891	984	1094	1133	1125	1078	1047	1047	976	985	1101	1141	1133
703	703	680	711	773	766	781	703	711	695	711	781	704	796
789	735	726	750	758	734	735	718	719	742	774	812	774	758
852	828	843	813	836	875	766	867	797	804	867	821	797	812
922	961	891	914	859	789	782	789	875	836	914	890	828	805
726	711	727	758	812	867	868	851	828	782	757	735	711	687
1078	984	1070	1016	1008	1015	1040	1046	1032	1000	1007	1063	1070	1063
883	859	898	907	867	875	898	914	860	890	899	867	859	907
797	821	796	1626	812	797	820	797	812	821	789	820	797	820
688	734	797	836	797	726	743	742	734	703	688	687	656	633
906	922	961	961	968	961	938	914	930	921	891	906	907	867
930	922	906	930	914	914	961	945	953	946	953	937	930	930
828	812	836	883	852	836	836	859	859	860	867	851	836	852
688	703	695	711	703	696	664	656	695	680	719	836	812	852
852	890	899	890	883	867	868	867	843	813	805	804	805	797
805	765	742	766	789	844	859	821	773	805	820	828	828	789
851	829	875	851	836	852	836	828	851	844	820	860	836	836
774	742	695	766	797	851	852	828	805	789	805	851	875	899
1016	1031	1062	1055	1086	2156	1094	1086	1054	1079	1062	1047	984	1078
1078	1070	969	1031	1000	1031	1047	1047	1047	1047	1109	1102	1140	1110
1195	1211	1086	1024	1125	1125	1195	1234	1164	1227	1070	1188	1094	1140
750	804	727	711	734	766	734	766	789	789	695	688	1374	688
1063	1016	1007	993	968	1000	985	976	946	968	922	985	984	961
1031	1000	1117	1125	1117	1008	1071	1117	1062	992	1094	1149	1132	1032
937	969	883	851	868	875	882	883	992	922	930	930	882	868
703	727	711	734	742	766	773	758	774	758	726	734	719	735
718	711	672	680	719	726	735	750	718	703	672	680	680	695
796	797	782	765	781	829	835	829	882	821	820	875	859	797
727	773	797	852	797	758	796	813	820	805	812	782	750	781
657	672	679	680	687	688	680	695	687	719	688	687	696	734
789	758	789	805	773	797	773	774	812	742	789	790	820	765
735	757	750	727	719	750	757	727	734	766	766	718	735	758
867	938	1039	945	930	1031	1039	922	945	1055	1070	977	1008	1086
524	523	524	531	547	586	531	555	578	578	594	586	617	609
781	789	797	836	891	859	891	906	906	875	907	906	890	852
1040	992	1000	1039	1015	985	1000	953	1016	1046	1047	1032	1000	960
633	648	625	657	648	695	641	703	688	703	672	648	555	664
773	766	781	797	742	758	766	765	758	766	765	774	773	766
1110	1085	1086	1133	1102	1008	1054	1180	1109	1047	1156	1149	992	1094
1211	1210	1204	1195	1234	1211	1196	1195	1203	1172	1187	1196	1086	1046
1093	1047	1086	1086	1047	1109	1086	1024	1101	1133	1023	1000	954	906
688	687	649	695	719	711	703	742	734	719	734	711	688	703
859	860	836	835	852	813	820	820	789	813	797	781	797	781
883	891	851	844	852	851	844	820	852	844	843	829	835	852
703	688	687	688	687	680	695	719	696	718	727	719	734	711
774	812	813	805	773	781	789	797	797	781	766	836	758	804
812	782	937	985	929	867	985	976	860	914	898	852	804	1071
914	922	883	953	882	852	828	875	899	961	984	992	977	984
984	977	906	937	953	922	891	945	969	922	945	969	969	937
953	984	985	968	954	882	836	844	891	867	930	1007	1079	1023
672	664	696	711	695	672	664	664	656	656	664	649	633	632
719	766	789	1562	773	813	742	766	750	750	750	750	742	781
562	586	539	547	555	562	555	555	562	555	578	531	571	570
820	813	805	797	742	703	680	656	656	672	703	742	750	742
1015	1047	1078	1055	1086	1070	1024	1023	969	984	946	953	898	899
828	844	859	875	875	813	836	851	859	836	805	797	820	844
1008	953	977	1164	1242	1203	1125	1156	1149	1078	1102	1156	1101	1039
734	758	758	765	758	782	804	813	797	781	789	758	750	734
1046	1008	1047	1008	1039	1047	984	1039	977	969	1031	1023	1055	1086
914	953	1000	937	938	992	961	906	922	969	922	1007	1008	1031
734	704	679	633	617	602	609	696	742	656	687	790	796	774
2280	1118	1125	1132	1118	1156	1078	1164	1109	1063	1133	1179	1102	1156
703	734	758	758	750	711	703	719	742	742	750	703	688	703
1054	1032	1156	1250	1086	1078	1086	1117	1086	1188	1211	1226	1250	1211
633	625	633	632	625	618	632	625	625	625	633	633	641	625
852	898	883	891	914	851	836	828	813	797	828	820	820	829
868	882	868	804	828	836	805	789	813	765	805	836	859	821
1071	1086	1133	1070	1140	1079	1078	1140	1039	1157	1093	1063	1172	1109
703	687	664	680	656	688	625	726	664	688	695	688	672	718
750	734	750	750	758	766	734	773	805	773	750	797	782	726
1094	1031	938	1094	1078	1039	781	1516	812	891	750	742	758	766
617	664	703	766	703	758	843	883	813	765	719	719	726	719
984	1031	1016	1031	1063	1062	985	1023	984	1024	1023	985	1039	976
812	813	781	797	804	829	812	789	813	789	765	742	774	789
602	601	602	609	594	570	586	586	602	578	593	625	586	610
781	773	805	797	773	805	797	805	789	781	789	766	789	796
1172	1180	1187	1180	1109	1141	1211	1180	1180	1179	1125	1110	1148	1164
867	851	899	890	969	883	969	937	922	867	930	930	843	930
1148	1203	1172	1164	1141	1117	1156	1149	1156	1156	1141	1102	1117	1164
516	570	578	594	570	594	1220	585	633	633	656	797	726	781
649	640	649	656	672	648	680	703	695	657	648	633	586	586
711	735	812	758	813	953	890	844	758	812	813	711	1422	718
836	797	836	820	805	828	852	797	820	805	531	992	797	789
1015	985	1015	1000	977	1000	1008	984	961	1024	1054	1032	1062	1055
578	586	578	601	547	563	554	578	524	562	547	563	554	555
914	906	867	946	984	930	953	906	898	938	851	891	930	929
1149	1179	1063	1070	1102	1101	1016	1141	1148	1078	1117	1180	1266	1101
1047	1023	906	1047	1016	937	992	1024	937	1016	1078	977	961	1031
859	899	875	867	898	930	852	883	875	882	860	836	851	813
1015	1016	1047	1008	1007	993	984	1008	1031	1047	1016	1031	1031	1023
805	734	688	710	727	789	774	789	789	695	711	859	946	765
804	985	922	836	1187	1055	1054	930	1860	922	875	945	945	860
1070	1062	1118	1109	1078	1063	1085	1102	1000	1094	1008	1031	1101	1024
766	875	922	906	929	954	968	891	875	773	969	985	843	875
828	852	883	890	867	836	860	890	875	860	812	828	836	852
844	796	868	867	851	829	820	844	836	804	844	852	851	859
961	1047	1054	993	1078	2156	1000	1078	1062	977	1039	1094	1094	1085
828	860	882	844	883	906	860	906	898	860	875	1796	828	805
781	789	766	797	828	797	836	875	773	813	828	836	812	813
789	750	773	782	773	781	766	789	758	750	773	758	773	782
843	782	804	797	742	735	758	773	859	899	820	821	843	836
594	578	586	570	547	563	547	570	570	563	570	563	570	570
969	961	1047	1023	906	1047	1016	937	992	1024	937	1016	1078	977
672	664	664	656	656	633	649	703	640	711	664	688	687	688
790	789	796	821	820	844	867	859	868	875	843	860	828	836
727	703	1094	929	914	789	922	883	797	898	805	859	1798	805
890	844	867	899	953	891	921	899	805	875	914	836	890	914
742	742	727	750	718	680	625	563	570	563	546	555	539	547
640	649	640	649	664	640	649	633	640	633	656	664	649	633
680	711	765	727	703	703	711	735	703	703	703	703	688	671
828	836	812	813	836	851	828	852	867	875	852	851	875	906
954	937	891	929	977	914	781	797	992	828	766	828	953	961
664	657	687	680	687	672	664	680	633	632	641	641	640	641
797	766	734	797	750	820	797	774	796	782	851	766	867	781
1289	1180	1101	1141	1109	2126	1078	1062	1016	1101	1071	1047	1132	1258
1000	953	992	1070	992	1024	930	1015	1039	1157	1140	1063	961	1023
578	578	586	586	586	586	570	571	554	571	562	586	539	563
727	742	734	766	703	703	680	711	765	852	734	711	703	703
657	648	617	649	656	711	727	742	742	750	766	765	774	1530
1086	1031	914	930	875	906	930	992	945	938	1000	914	930	875
914	1258	1164	1172	1149	875	960	1243	1211	1211	1164	1195	1195	1141
688	672	656	641	671	743	765	727	711	719	726	742	742	750
641	640	649	656	672	664	664	664	649	648	648	649	648	649
750	797	883	914	844	804	860	867	867	867	813	781	805	804
820	812	797	782	765	766	765	766	781	797	828	813	812	813
1219	1179	1133	1078	1086	1109	1204	1242	1226	1235	1226	1203	1188	1211
1180	1172	1125	1211	1273	1274	1187	1203	1383	1578	1328	1219	1195	1203
929	922	922	899	890	930	851	938	922	890	883	914	922	922
969	1047	1070	1070	1078	1078	1071	984	1078	969	945	961	852	875
656	649	656	640	657	648	649	648	664	656	657	648	648	649
828	813	804	805	828	781	782	812	828	828	821	804	813	812
922	914	1140	1157	1211	1187	1234	1164	1047	1063	1015	930	914	992
906	844	812	789	758	750	750	844	843	907	976	961	883	1984
992	992	1016	968	954	1000	968	891	969	1000	906	953	1039	906
1118	1078	1164	1101	1094	1125	1094	1125	914	945	914	922	938	961
1164	1172	1172	1164	1149	1133	1203	1195	1164	1133	1125	1164	1164	1172
891	1172	1297	1125	1062	1149	1054	1054	1094	1117	1055	1109	1133	1110
734	727	719	718	703	680	695	711	719	695	727	711	711	703
648	641	641	632	625	633	649	648	633	633	632	633	641	641
914	929	907	875	836	820	812	860	937	1032	1000	1062	1125	1047
836	891	898	829	929	883	938	882	953	907	922	914	851	906
1008	937	954	906	953	906	899	937	945	891	1008	914	992	977
695	711	680	672	711	672	726	727	726	742	727	719	664	641
1149	1164	1148	1102	1093	1141	1180	1109	1102	1140	1133	1109	1125	1180
1094	1071	1054	1047	1031	1063	1008	1101	1047	1055	1101	1047	1039	1086
656	649	641	671	602	625	617	610	593	625	586	586	625	610
969	1141	1015	1110	984	1086	1070	1086	1078	1008	1063	914	1117	1008
757	735	750	758	757	758	742	758	766	765	766	758	758	757
836	812	829	828	812	813	789	812	813	828	805	789	812	797
844	859	867	813	828	844	805	757	719	719	734	680	687	704
782	757	758	735	726	703	688	687	688	656	656	641	656	672
915	898	906	961	906	914	961	946	1015	1000	946	922	929	875
851	852	883	898	875	860	859	891	890	906	860	844	859	867
766	781	805	812	805	812	782	734	687	672	649	648	641	617
766	773	782	750	781	812	821	804	829	812	859	813	820	852
578	578	578	610	601	594	586	578	578	570	579	562	570	571
593	594	586	586	594	640	532	601	609	641	633	648	649	664
1078	1313	1633	1195	1164	1156	1141	1140	1196	1086	1375	1343	1133	1188
891	875	891	898	899	867	890	899	883	898	859	844	820	797
789	781	782	773	774	750	765	742	750	766	773	805	891	1070
1063	1093	1008	953	1086	1078	954	1007	1125	1016	930	961	984	922
813	890	907	976	977	984	938	992	969	929	953	954	953	984
719	703	719	711	718	711	719	711	695	711	719	734	719	719
703	695	649	632	672	633	734	735	695	680	640	688	711	750
812	820	789	735	742	711	672	664	680	687	727	750	789	765
695	743	757	766	797	758	758	750	773	758	719	750	765	735
641	633	633	640	633	625	617	617	594	602	594	585	586	579
594	602	648	1234	617	625	610	609	617	602	602	578	578	570
1250	1305	1390	1407	1281	1226	1305	1313	1234	1156	1180	1195	1149	1187
680	672	656	633	656	703	696	726	766	765	750	813	844	789
758	687	766	750	703	719	703	758	687	711	688	718	743	781
961	937	906	907	922	1780	899	898	938	953	867	969	914	953
906	938	875	836	890	915	945	945	883	859	883	820	797	758
797	804	797	789	797	782	781	789	789	805	742	781	781	766
735	750	742	719	726	750	719	750	758	758	734	797	766	742
977	953	945	938	929	930	891	890	922	906	907	859	836	836
1016	1047	1008	1023	1023	1071	1000	1062	1032	1062	1047	1062	1000	1055
868	843	805	867	860	812	820	868	859	828	836	859	868	812
1219	1304	1242	1227	1219	1195	1141	1156	1164	1133	1226	1180	1211	1187
563	562	563	586	594	586	601	594	586	578	562	563	531	531
742	743	757	711	719	734	735	750	726	743	765	789	782	773
789	781	782	773	734	821	812	805	828	836	805	828	820	797
804	829	796	758	789	789	789	750	743	750	765	781	797	797
984	1055	1000	1102	984	1102	1046	1094	1000	1070	993	1015	1102	1094
1180	1125	1094	1148	1156	1125	1063	1031	1094	1086	1117	1117	1125	1086
1102	992	992	1047	992	867	1055	1070	977	875	1054	1024	859	1008
891	921	930	930	922	906	930	929	907	921	922	907	875	890
789	774	797	804	805	773	743	765	766	812	789	766	789	805
547	554	578	555	578	570	594	578	555	585	579	578	586	586
680	726	719	703	703	727	711	711	734	750	742	735	718	735
961	953	914	922	930	953	945	961	969	977	953	930	906	883
1000	836	929	985	976	1024	1000	1047	906	984	938	992	1016	1023
1031	1047	1055	1023	992	1024	1015	985	1015	1032	1054	1047	1008	992
562	563	586	546	579	578	570	570	586	578	571	554	579	562
922	938	929	953	961	985	968	954	890	938	945	937	868	906
687	688	672	687	695	696	656	680	664	656	641	468	821	640
570	601	672	672	703	899	1219	1195	1180	1343	1391	1437	1391	1461
1000	985	984	992	993	984	969	992	1008	1000	992	984	1000	992
758	758	797	867	891	828	859	899	937	883	883	875	906	859
828	797	812	805	805	781	828	766	804	844	797	805	797	828
1062	1000	1039	906	922	883	859	836	782	828	797	836	1164	1047
633	632	641	641	648	633	633	617	617	609	618	609	617	625
914	938	945	953	938	929	946	945	945	914	930	953	938	914
727	750	781	813	921	860	851	813	851	829	781	781	766	726
813	812	727	734	735	742	804	813	750	672	687	680	711	711
649	640	703	672	672	695	735	719	726	727	726	711	711	664
742	711	703	703	727	742	742	719	742	758	773	805	804	1610
875	1796	875	844	867	883	914	891	929	946	922	914	953	937
984	985	914	953	953	891	929	946	867	906	930	851	860	890
1047	1039	1070	1063	1047	1109	1102	1078	1140	992	930	899	898	945
774	797	789	758	781	781	734	711	711	703	711	750	774	797
1078	1109	1078	1102	1117	1078	1078	1094	1055	1047	1062	1063	1039	1093
852	875	859	836	860	875	875	836	835	836	852	859	836	813
977	984	977	961	953	961	906	906	915	906	929	907	914	875
797	797	796	797	828	782	820	883	820	852	867	820	821	867
1008	992	1008	1023	1008	977	953	961	976	1008	1008	1023	1039	1047
695	703	695	680	649	671	657	640	625	711	766	719	765	789
687	703	711	727	719	718	735	703	719	726	774	781	797	773
1156	1266	1141	1179	1203	1164	1258	1203	1164	1227	1187	1102	1008	1008
1024	1015	1071	1039	1015	993	1039	1015	1000	1032	992	1015	1016	1047
961	977	969	937	985	1000	992	929	938	953	945	914	946	976
859	891	844	906	852	835	860	875	828	867	860	851	805	859
906	860	843	805	852	875	875	781	867	883	875	867	898	899
664	695	719	750	765	719	766	750	765	750	735	750	734	750
711	688	711	695	687	680	703	703	703	711	719	719	711	703
1094	1101	1055	1031	1000	930	875	836	804	805	813	820	820	828
813	836	836	797	812	820	844	820	790	804	797	813	781	773
945	914	993	945	906	930	953	906	938	1031	922	844	906	789
766	804	836	789	852	781	820	774	797	781	828	781	844	867
953	1000	1008	984	1070	1016	992	1032	1007	993	1023	984	1016	1008
844	859	828	860	844	789	804	750	758	727	718	735	680	710
930	929	891	883	898	867	860	890	883	867	907	875	1718	898
664	664	648	656	672	688	687	680	641	656	648	680	695	672
773	774	750	765	758	789	750	766	797	758	804	813	812	789
820	765	836	774	890	868	890	953	930	875	906	875	868	914
890	899	882	875	821	812	813	851	875	868	898	914	930	890
875	859	875	914	828	930	914	859	789	852	812	774	773	805
656	656	656	664	688	711	664	680	656	680	695	711	680	671
671	664	649	680	750	750	718	735	765	727	750	781	742	735
1086	1140	1055	1023	1102	1063	1070	1055	1085	1094	1039	1055	1125	1078
859	891	890	883	867	860	890	891	891	898	867	852	859	867
664	664	664	680	703	718	719	680	695	688	695	680	679	649
1125	1078	1101	1110	1164	1132	1118	1109	1117	1117	1102	1078	1109	1133
726	711	696	679	664	649	617	648	680	727	734	742	727	726
1078	1031	1078	1102	1101	1086	1047	1071	1101	1117	1078	1063	1109	1149
961	985	929	938	969	945	961	969	960	946	953	922	929	954
601	594	594	578	578	578	586	586	594	586	578	586	586	578
906	922	953	969	891	882	852	867	1000	1039	1008	992	1032	968
953	1000	953	899	844	890	922	969	992	945	985	1054	922	1024
1070	1156	1078	1110	1039	1070	1070	1164	1055	1125	1086	1094	1101	1110
789	750	758	750	766	734	750	766	765	766	765	782	750	750
687	664	696	679	719	727	757	711	774	758	711	734	695	703
727	719	718	735	750	765	774	750	726	735	687	688	672	664
899	898	828	891	883	812	961	1055	929	899	859	946	890	828
828	836	836	812	813	812	813	828	844	851	844	820	821	812
711	734	719	719	687	688	703	672	656	656	649	640	641	648
781	813	906	914	852	812	906	907	960	852	797	844	890	907
898	547	1187	1008	1031	1032	961	906	992	938	945	898	907	859
906	945	938	914	945	922	875	891	914	914	906	883	945	906
727	734	766	773	766	820	820	805	797	805	812	789	813	773
937	953	938	929	891	906	907	906	898	891	898	907	898	867
946	953	1054	1016	922	930	882	844	813	890	1172	1000	914	1133
687	688	671	688	664	687	665	671	664	633	641	680	687	688
789	719	765	774	742	742	758	813	726	711	727	703	672	726
649	656	649	640	641	633	617	758	500	593	610	656	617	649
836	734	742	735	679	696	671	649	680	757	836	852	789	820
656	672	656	657	640	649	632	649	625	656	656	664	664	672
984	930	976	1008	1016	945	938	929	961	899	922	953	992	969
773	782	797	820	766	796	789	805	813	797	796	750	735	742
985	960	899	812	782	937	985	929	867	985	976	860	914	898
843	813	836	851	829	750	734	695	672	664	680	680	664	679
796	813	820	821	804	805	805	804	797	797	797	820	821	796
680	656	680	695	719	695	703	711	727	703	664	703	656	649
649	672	656	672	648	672	688	695	711	726	727	711	695	695
820	820	774	719	703	758	750	765	875	781	743	687	844	898
820	906	914	875	829	843	875	868	867	843	813	789	836	867
1047	1109	1016	1015	1110	1093	969	1086	1148	1063	1101	1149	1047	1125
938	875	891	867	906	875	867	914	875	860	867	875	851	938
1055	1000	1000	1023	1063	1062	1016	1031	1016	1031	1023	993	1023	1031
656	656	664	672	672	656	656	625	633	633	632	618	632	625
836	797	813	851	930	922	906	875	914	945	930	906	875	899
625	617	617	594	609	610	594	593	571	562	555	547	554	563
852	844	828	859	883	922	945	891	961	992	992	922	977	984
797	757	743	734	727	750	757	782	742	734	727	742	758	781
844	836	859	859	883	836	859	875	891	813	859	867	891	851
742	680	718	688	695	703	696	679	688	679	680	688	664	664
602	593	579	554	586	578	578	579	585	618	554	633	578	672
625	625	633	640	641	656	641	648	672	664	680	664	656	625
765	766	765	774	758	750	734	719	711	711	718	735	734	719
804	805	984	977	976	891	797	773	1141	1047	906	859	829	898
1117	1117	1156	1180	1141	1078	1023	1008	1023	1071	1125	1125	1101	1110
1032	1085	1141	1133	1094	1000	1023	1094	1101	1071	1109	1149	1117	1086
852	867	843	891	891	937	914	899	961	875	906	844	843	836
805	828	805	750	734	758	805	820	836	781	750	750	774	820
570	562	555	563	562	555	578	570	562	555	930	562	570	571
750	750	688	734	797	766	796	766	805	734	781	727	727	726
703	711	695	703	727	718	704	711	726	703	688	703	719	703
859	953	969	883	875	851	805	789	797	766	781	836	812	930
1054	1094	1039	977	953	984	993	1109	1172	1133	1078	1086	1093	1102
625	648	571	687	617	664	664	664	665	648	648	618	671	633
961	969	883	937	961	946	922	1023	992	930	961	984	946	937
774	812	805	891	875	843	836	789	789	789	750	774	773	727
790	835	852	797	773	797	821	828	804	766	758	758	765	781
1203	1195	1141	1078	1117	1102	1101	1157	1164	1125	1070	1109	1133	1133
969	937	868	820	836	844	797	773	859	899	984	985	929	891
1024	1007	930	977	976	977	914	961	976	954	906	953	976	922
1102	1101	1063	1031	1078	1086	1086	1078	1133	1156	1102	1070	1063	976
891	891	906	930	945	906	891	797	750	781	812	844	922	1016
687	711	703	688	719	757	735	789	812	782	789	836	820	781
696	703	726	727	719	718	696	703	664	656	680	687	719	797
1008	1007	1079	1140	1070	1071	1187	1063	1211	1383	1289	1117	1234	1250
852	875	859	813	742	695	672	672	719	843	829	906	1039	1078
953	914	891	921	875	868	828	851	875	891	891	875	875	843
1093	1078	1039	1063	1016	1015	1031	1008	1024	968	1055	1047	1000	1070
922	961	1031	1070	1117	1125	1110	1047	1047	1031	1062	1102	1094	1086
890	922	883	891	906	828	844	797	828	758	789	812	828	813
742	766	781	742	774	773	789	719	758	758	703	687	688	687
859	899	930	890	922	898	907	836	836	820	836	797	812	805
1094	1164	1211	1257	1258	1157	1023	937	954	1000	1148	1102	1140	1156
1016	1023	1032	984	1031	1024	953	1015	1016	1016	945	1008	937	1024
961	961	961	930	836	805	687	859	743	750	742	726	711	696
547	539	547	547	547	539	547	539	531	578	477	539	570	508
813	828	805	734	836	844	726	766	804	961	930	820	899	914
813	828	859	797	742	727	781	1000	813	742	719	742	812	813
727	703	703	656	672	695	680	695	719	727	695	727	734	703
1117	1086	992	1000	1008	977	906	1008	1086	1093	1063	1062	1055	1008
688	672	648	657	648	664	648	657	648	641	633	640	649	687
696	703	679	672	649	640	649	633	617	633	625	617	593	610
899	937	813	929	922	836	891	820	719	773	883	828	883	914
820	750	735	781	852	828	820	750	703	734	766	703	649	672
946	937	946	929	930	859	828	852	789	844	898	914	922	883
539	539	532	547	546	555	570	579	578	593	555	1125	563	554
601	610	609	625	641	625	633	625	632	625	618	617	609	610
594	602	570	609	602	594	601	594	609	586	633	625	602	617
750	773	758	742	742	781	758	774	773	727	734	750	742	758
852	851	836	820	821	797	789	781	789	812	868	906	906	891
656	687	711	711	711	742	758	750	766	773	758	742	742	727
718	703	704	703	703	703	703	703	711	727	711	711	710	719
695	719	890	813	773	672	688	718	805	805	773	781	735	695
1055	1000	1086	1016	1015	1071	961	1062	977	1039	1000	1000	968	954
852	906	797	992	891	859	938	820	953	867	727	695	766	836
1078	1078	1071	1148	1110	1101	1164	1086	1070	1094	1078	1047	1110	1093
1187	1227	1171	1165	1226	1195	1219	1195	1165	1210	1149	1219	1179	1188
1023	1110	1086	1054	1125	1078	1118	1117	1078	1133	1094	1109	1078	1055
750	758	773	750	735	726	727	711	703	679	680	688	726	758
1188	1211	1093	1164	1204	1070	1117	1125	1086	1031	1094	1117	1016	1054
812	844	836	812	852	828	851	883	860	765	985	914	867	898
984	969	945	1024	1078	1007	1086	1071	1093	1102	1070	1047	1024	1015
898	852	828	875	906	836	883	890	852	867	875	891	851	868
829	836	828	828	844	890	906	891	883	906	914	906	868	851
766	789	789	1500	719	734	782	804	797	766	789	828	836	820
961	1008	985	1000	1023	1000	969	1008	976	961	969	992	1016	976
789	781	758	781	821	851	852	843	868	851	828	844	844	836
657	664	679	688	711	695	703	711	680	711	711	695	680	687
711	718	688	687	680	680	672	656	679	672	688	648	680	680
797	773	672	672	703	969	875	836	820	781	805	804	719	719
946	953	1000	937	899	961	1008	921	946	968	930	953	969	984
821	820	851	852	813	765	789	813	867	930	921	852	836	797
1039	1000	1047	1000	938	953	968	961	969	977	890	821	804	789
672	719	789	820	781	782	757	758	742	719	696	687	719	758
891	914	844	898	820	875	844	860	890	836	844	867	906	860
821	773	766	750	734	773	1008	961	758	695	680	688	734	742
1047	1070	945	961	1016	922	890	985	937	868	1000	1039	961	937
579	593	586	594	594	586	593	586	586	586	578	586	571	570
851	946	883	867	898	922	938	875	820	820	828	836	844	781
1140	1180	1188	937	1039	1094	1133	1148	1039	1063	1062	1071	1070	1039
1079	1054	1024	1133	1140	1063	1164	1140	1071	1125	1015	1086	1102	1015
836	781	820	820	813	766	726	735	804	852	859	836	836	813
688	679	696	687	696	703	695	695	703	696	711	687	703	703
758	688	695	703	734	711	742	782	812	766	836	797	836	812
961	961	976	930	961	977	984	937	961	961	907	921	946	953
875	915	875	914	875	906	930	882	860	937	891	906	914	969
906	867	875	922	867	867	891	914	844	867	883	882	868	890
1156	1164	1180	1148	1086	1187	1079	1140	1141	1094	1109	1133	1070	1149
672	695	680	695	711	711	703	711	735	765	758	813	726	750
640	657	632	633	672	664	656	664	657	656	687	664	657	664
820	797	782	812	828	813	757	735	711	672	664	633	625	617
696	687	695	688	648	657	640	633	633	648	680	656	688	703
812	797	1564	828	984	1047	766	718	664	641	617	602	578	570
539	547	547	547	539	531	539	531	531	532	531	531	531	532
852	914	906	859	868	898	945	907	859	844	898	875	891	945
898	977	930	914	961	976	922	945	977	914	898	954	961	921
726	766	789	789	789	789	750	743	773	750	703	742	789	758
